Date,Forecast_Price,Lower_CI,Upper_CI
2027-04-20,70.05093138732313,63.846683115347005,76.25517965929926
2027-04-21,70.05093138732313,63.83197988089367,76.2698828937526
2027-04-22,70.05093138732313,63.81731132685074,76.28455144779552
2027-04-23,70.05093138732313,63.80267720896848,76.29918556567779
2027-04-26,70.05093138732313,63.7880772858508,76.31378548879547
2027-04-27,70.05093138732313,63.77351131890877,76.3283514557375
2027-04-28,70.05093138732313,63.75897907231518,76.34288370233108
2027-04-29,70.05093138732313,63.74448031295996,76.35738246168631
2027-04-30,70.05093138732313,63.73001481040654,76.37184796423972
2027-05-03,70.05093138732313,63.71558233684915,76.38628043779711
2027-05-04,70.05093138732313,63.70118266707096,76.4006801075753
2027-05-05,70.05093138732313,63.68681557840304,76.41504719624322
2027-05-06,70.05093138732313,63.672480850684224,76.42938192396204
2027-05-07,70.05093138732313,63.65817826622173,76.44368450842452
2027-05-10,70.05093138732313,63.6439076097526,76.45795516489366
2027-05-11,70.05093138732313,63.62966866840587,76.4721941062404
2027-05-12,70.05093138732313,63.61546123166556,76.4864015429807
2027-05-13,70.05093138732313,63.601285091334354,76.50057768331192
2027-05-14,70.05093138732313,63.58714004149797,76.5147227331483
2027-05-17,70.05093138732313,63.57302587849029,76.52883689615597
2027-05-18,70.05093138732313,63.55894240085917,76.5429203737871
2027-05-19,70.05093138732313,63.54488940933283,76.55697336531343
2027-05-20,70.05093138732313,63.53086670678702,76.57099606785924
2027-05-21,70.05093138732313,63.51687409821272,76.58498867643355
2027-05-24,70.05093138732313,63.502911390684496,76.59895138396178
2027-05-25,70.05093138732313,63.488978393329496,76.61288438131676
2027-05-26,70.05093138732313,63.475074917297,76.62678785734927
2027-05-27,70.05093138732313,63.46120077572852,76.64066199891775
2027-05-28,70.05093138732313,63.44735578372855,76.65450699091772
2027-05-31,70.05093138732313,63.43353975833576,76.66832301631051
2027-06-01,70.05093138732313,63.41975251849485,76.6821102561514
2027-06-02,70.05093138732313,63.405993885028835,76.69586888961743
2027-06-03,70.05093138732313,63.39226368061185,76.70959909403442
2027-06-04,70.05093138732313,63.37856172974253,76.72330104490374
2027-06-07,70.05093138732313,63.364887858717836,76.73697491592843
2027-06-08,70.05093138732313,63.351241895607316,76.75062087903895
2027-06-09,70.05093138732313,63.33762367022794,76.76423910441832
2027-06-10,70.05093138732313,63.3240330141193,76.77782976052697
2027-06-11,70.05093138732313,63.310469760519304,76.79139301412695
2027-06-14,70.05093138732313,63.296933744340315,76.80492903030594
2027-06-15,70.05093138732313,63.283424802145696,76.81843797250058
2027-06-16,70.05093138732313,63.26994277212678,76.83192000251948
